name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
Terminal Taman Universiti,103.6284582,1.5382284,bus_station,Jalan Kebudayaan 21,Taman Universiti,,,Iskandar Puteri,Johor,"81310",Malaysia,,,station,,,
Terminal Gelang Patah,103.5895917,1.4467411,bus_station,Terminal Gelang Patah,,,Gelang Patah,Iskandar Puteri,Johor,"81550",Malaysia,,,station,,,
,103.681794,1.4968215,taxi,Jalan Persiaran Perling,Taman Perling,,,Iskandar Puteri,Johor,"79150",Malaysia,,,,,,
A,101.6755411,3.2051788,subway_entrance,Jalan 1/18B,,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,A,,,,
Terminal Bas Kota Masai,103.9537887,1.4817955,bus_station,Jalan Tembikai 7,Taman Kota Masai,,,Pasir Gudang,Johor,"81700",Malaysia,,,station,,,
Pintu A | Pintu Utama,101.5803885,3.2064123,subway_entrance,Jalan Sungai Buloh - Subang,,,,Petaling Jaya,Selangor,"47830",Malaysia,,A,,,yes,
Pintu B | Jalan Kuala Selangor,101.5809062,3.2057282,subway_entrance,Jalan Kuala Selangor,,,,Petaling Jaya,Selangor,"47830",Malaysia,,B,,,,
A,101.5923368,3.2000096,subway_entrance,Jalan PJU 10/10E,Damansara Damai,,,Petaling Jaya,Selangor,"47830",Malaysia,,,,,,
Pintu B | Jalan Metro 2,101.6396741,3.2140816,subway_entrance,Jalan Kepong,,,Kepong,,Kuala Lumpur,"52100",Malaysia,,B,,,,
Pintu B | Jalan Besar Kepong | Pintasan Segambut,101.655764,3.208606,subway_entrance,Pintasan Segambut,Jinjang,,Kepong,,Kuala Lumpur,"52000",Malaysia,,B,,,,
Pintu C | Jalan Jinjang Permai 2,101.666194,3.2067994,subway_entrance,Jalan Kepong,Batu,,,,Kuala Lumpur,"52000",Malaysia,,C,,,yes,
Pintu B | Jalan Jambu Merah,101.666548,3.2054264,subway_entrance,Jalan Jambu Jerteh,Batu,,,,Kuala Lumpur,"52000",Malaysia,,B,,,limited,
A,101.6286093,3.2079559,subway_entrance,Jalan Kepong,,,,Petaling Jaya,Selangor,"52100",Malaysia,,,,,,
Pintu A | Jalan Kepong Jalan Metro Perdana Barat 1,101.6399277,3.2144708,subway_entrance,Jalan Kepong,,,Kepong,,Kuala Lumpur,"52100",Malaysia,,A,,,,
A,101.6489325,3.2113028,subway_entrance,Jalan Rimbunan Raya 1,Laman Rimbunan,,Kepong,,Kuala Lumpur,"52000",Malaysia,,A,,,,
C,101.6487012,3.2112522,subway_entrance,Jalan Kepong,Jinjang,,Kepong,,Kuala Lumpur,"52000",Malaysia,,C,,,,
,101.5723292,3.176684,subway_entrance,Jalan Tasik Chenderoh U4/28,,,,Shah Alam,Selangor,"47930",Malaysia,,A,,,,
B,101.7178544,3.1616584,subway_entrance,Jalan Ampang,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,B,,,,
A,101.6045094,3.1127417,subway_entrance,Lebuhraya Damansara–Puchong,Kelana Jaya,,,Petaling Jaya,Selangor,"47301",Malaysia,,,,,,
MRT Sri Damansara Barat Pintu B,101.608204,3.1986356,taxi,Persiaran Industri,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,,,,,
,101.6210035,3.1986804,taxi,Linkway to Damansara Avenue,Bandar Sri Damansara,,,Petaling Jaya,Selangor,"52200",Malaysia,,,,,,
,101.6284719,3.2077355,taxi,Jalan Kepong,,,,Petaling Jaya,Selangor,"52100",Malaysia,,,,,,
Kampung Air Taxi Station,116.073835,5.979117,taxi,Jalan Tugu,,,,Kota Kinabalu,Sabah,"88675",Malaysia,,,,,,
C,101.6844092,3.1795286,subway_entrance,Jalan Sultan Azlan Shah,,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,C,,,yes,
B,101.6851874,3.1785215,subway_entrance,Jalan Sultan Azlan Shah,,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,B,,,yes,
Pintu B | Jalan Sultan Azlan Shah (Taman Kaya),101.681422,3.1895909,subway_entrance,Lengkok Cumarasami,Sentul,,,Kuala Lumpur,Kuala Lumpur,"51100",Malaysia,,B,,,no,
,101.6956044,3.1859324,subway_entrance,Jalan 2/48A,,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,,,,,
A,101.695385,3.1854636,subway_entrance,Jalan 2/48A,,,,Kuala Lumpur,Kuala Lumpur,"51000",Malaysia,,A,,,,
A,101.7072341,3.0285907,subway_entrance,Jalan Utama,,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,A,,,,
A,101.7047318,3.0416764,subway_entrance,Jalan Utama,,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,A,,,,
Kiosk @ Teksi Kajang,101.7897504,2.9916973,taxi,Jalan Dato Nazir,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,,,,,
,101.655923,3.2094494,taxi,Jalan Kepong,Jinjang,,Kepong,,Kuala Lumpur,"52000",Malaysia,,,,,,
,101.6657194,3.2072457,taxi,Jalan Kepong,Batu,,,,Kuala Lumpur,"52000",Malaysia,,,,,,
C,101.6658468,3.207186,subway_entrance,Jalan Kepong,Batu,,,,Kuala Lumpur,"52000",Malaysia,,C,,,,
,101.6664407,3.2054189,taxi,Jalan Jambu Merah,Batu,,,,Kuala Lumpur,"52000",Malaysia,,,,,,
,101.6488604,3.2114196,taxi,Jalan Rimbunan Raya 1,Laman Rimbunan,,Kepong,,Kuala Lumpur,"52000",Malaysia,,,,,,
A,101.613442,3.0227412,subway_entrance,Lebuhraya Damansara–Puchong,Bandar Puteri Puchong,,Puchong,Majlis Bandaraya Subang Jaya,Selangor,"47160",Malaysia,,,,,,
A,101.6871067,3.0611094,subway_entrance,Lebuhraya Maju,Sri Petaling,,,,Kuala Lumpur,"57000",Malaysia,,A,,,,
A,101.715929,3.1288205,subway_entrance,Jalan Chan Sow Lin,Pudu,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,A,,,,
,101.9102918,3.5217824,taxi,"8",,,,Bentong,Pahang,"29700",Malaysia,,,,,,
Sembulan,116.0685965,5.9589162,halt,Jalan Maktab Sabah,,,,,Sabah,"88595",Malaysia,,,halt,,,
B,101.7361181,3.1760297,subway_entrance,Jalan Jelatek,,Ulu Kelang,,Majlis Perbandaran Ampang Jaya,Selangor,"54100",Malaysia,,B,,,,
A,101.7357293,3.1758808,subway_entrance,Jalan Jelatek,,Ulu Kelang,,Majlis Perbandaran Ampang Jaya,Selangor,"54100",Malaysia,,A,,,,
,101.735265,3.1756716,subway_entrance,Lebuhraya SPE,Kampung Pandan,Ulu Kelang,,Majlis Perbandaran Ampang Jaya,Selangor,"68000",Malaysia,,C,,,,
Terminal Teksi Pekan Ranau,116.6641425,5.9534524,taxi,Jalan Pekan,,,Ranau,,Sabah,"89307",Malaysia,,,,,,
Terminal Kereta Sewa Ranau - Kota Kinabalu,116.6653792,5.954031,taxi,Jalan Lintas,,,Ranau,,Sabah,"89307",Malaysia,,,,,,
Butterworth,100.366572,5.3933618,station,Butterworth - Penang Sentral Pedestrian Bridge,Bagan Dalam,,,Bandar Butterworth,Pulau Pinang,"12100",Malaysia,KTM,,station,train,yes,"KTM Intercity;KTM ETS"
,116.1542451,5.3350909,bus_station,Lorong Tun Ahmad Koroh 1,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
,116.1525748,5.3367619,bus_station,Lorong Pasar,Pekan Keningau,,,Keningau,Sabah,"89000",Malaysia,,,station,,,
,115.942025,5.122382,bus_station,Jalan Keningau-Tenom,,,Tenom,,Sabah,"89900",Malaysia,,,station,,,
,115.9443575,5.1231392,bus_station,Jalan Toh Puan Hajjah Kusnah,,,Tenom,,Sabah,"89900",Malaysia,,,station,,,
,101.6755932,3.0582978,taxi,Jalan Jalil Perkasa 11,Bukit Jalil,,,,Kuala Lumpur,"57000",Malaysia,,,,,,
Taman Negara Tour Counter,102.3588902,3.9336941,bus_station,Jalan Besar,,,Jerantut,,Pahang,,Malaysia,,,station,,,
Perhentian Bas Melalap-Tenom,115.9431244,5.1239222,bus_station,Jalan Toh Puan Hajjah Kusnah,,,Tenom,,Sabah,"89900",Malaysia,,,station,,,
Terminal Persatuan Bas Mini Biah,116.1523222,5.3330584,bus_station,Lorong Padang,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,,,station,,,
,101.6485848,3.1876902,taxi,Jalan 30/38A,,,,,Kuala Lumpur,"52200",Malaysia,,,,,,
,101.7430372,3.1775739,taxi,Jalan Setiawangsa 10,Setiawangsa,,,Kuala Lumpur,Kuala Lumpur,"54200",Malaysia,,,,,,
,118.1154256,5.8383295,taxi,Lebuh Dua,Bandar Sandakan,,,Sandakan,Sabah,"90008",Malaysia,,,,,,
E,101.6989191,3.1594579,subway_entrance,Medan Tuanku LRT Station To Quill City Mall,,,,Kuala Lumpur,Kuala Lumpur,"50300",Malaysia,,E,,,,
C,101.6964976,3.1491253,subway_entrance,Jalan Benteng,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,C,,,,
A,101.6230225,3.1049369,subway_entrance,Jalan 21/1,,,,Petaling Jaya,Selangor,"46300",Malaysia,,,,,,
,101.2170773,3.3957136,taxi,Jalan Kuala Selangor-Teluk Intan,,,,Kuala Selangor,Selangor,"45500",Malaysia,,,,,,
,102.6644991,4.5310168,pier,,,,,,Pahang,"27020",Malaysia,,,,,,
,101.6969194,3.1499335,subway_entrance,Jalan Melaka,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,,,,,
,114.8121229,4.0423149,ferry_terminal,Night Walk Loop,,,Mulu,,Sarawak,"98008",Malaysia,,,stop_position,,,
Batu Rikan,114.9065101,4.1869733,pier,Headhunter's Trail,,,,,Sarawak,,Malaysia,,,,,,
,101.7513862,3.1023341,taxi,Jalan 6/95B,Cheras,Ampang,,Majlis Perbandaran Ampang Jaya,Kuala Lumpur,"55300",Malaysia,,,,,,
,103.0504207,2.0071234,bus_station,Jalan Muar-Yong Peng,,,Yong Peng,,Johor,"83700",Malaysia,,,station,,,
,101.6882794,3.0531519,taxi,Jalan Barat,Bukit Jalil,,,,Kuala Lumpur,"57000",Malaysia,,,,,,
B,101.7057771,3.0431699,subway_entrance,Lebuhraya Kuala Lumpur–Seremban,,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,B,,,,
,101.7077539,3.0295622,subway_entrance,Jalan SP 2/9,Serdang Perdana,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,B,,,,
Pintu B | Jalan Binjai,101.7183643,3.1574126,subway_entrance,Persiaran KLCC,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,B,,,yes,
,101.7859104,2.993788,taxi,Jalan Hishamuddin,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,,,,,
Pintu A | Jalan Reko,101.7900849,2.9829814,subway_entrance,Jalan Reko,,,,Majlis Perbandaran Kajang,Selangor,"43000",Malaysia,,A,,,yes,
Perhentian Teksi,101.4503134,3.2078856,taxi,Jalan Fakulti,,,Bandar Puncak Alam,,Selangor,"42300",Malaysia,,,,,,
Pintu C | Leisure Mall,101.7407272,3.0910858,subway_entrance,Jalan Cheras,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,C,,,no,
B,101.660675,2.9835803,subway_entrance,Jalan Putra Permai,Putra Permai,,,Majlis Bandaraya Subang Jaya,Selangor,"47110",Malaysia,,B,,,,
,101.7144707,2.9690959,taxi,IOI City Mall Underground Car Park,IOI Resort City,,,Sepang,Selangor,"62502",Malaysia,,,,,,
,101.7156687,2.968911,taxi,IOI City Mall Underground Car Park,IOI Resort City,,,Sepang,Selangor,"62502",Malaysia,,,,,,
,101.7167092,2.9689213,taxi,IOI City Mall Underground Car Park,IOI Resort City,,,Sepang,Selangor,"62502",Malaysia,,,,,,
,101.7113941,2.9695828,taxi,IOI City Mall Underground Car Park,IOI Resort City,,,Sepang,Selangor,"62502",Malaysia,,,,,,
A,101.6958928,3.1737287,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,A,,,,
B,101.6972538,3.1741978,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,B,,,,
A,101.7006824,3.1730906,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,A,,,,
B,101.7023686,3.1740579,subway_entrance,Jalan Kuantan,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,B,,,,
D,101.7124702,3.167741,subway_entrance,Jalan Raja Muda Abdul Aziz,,,,Kuala Lumpur,Kuala Lumpur,"50572",Malaysia,,D,,,,
A,101.7099059,3.1677008,subway_entrance,Jalan Raja Muda Abdul Aziz,,,,Kuala Lumpur,Kuala Lumpur,"50572",Malaysia,,A,,,,
B,101.7097873,3.1681411,subway_entrance,Jalan Raja Muda Abdul Aziz,,,,Kuala Lumpur,Kuala Lumpur,"50572",Malaysia,,B,,,,
A,101.7181625,3.1625902,subway_entrance,Jalan Tun Razak,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,A,,,,
Pintu C | Jalan Binjai,101.7180637,3.1569891,subway_entrance,Persiaran KLCC,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,C,,,yes,
C,101.714978,3.1269192,subway_entrance,Jalan Chan Sow Lin,Pudu,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,C,,,,
A,101.7165731,3.1285816,subway_entrance,Lebuhraya SPE,Maluri,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,A,,,,
B,101.7181983,3.150151,subway_entrance,Jalan Conlay,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,B,,,,
A,101.7184289,3.1517688,subway_entrance,Jalan Kia Peng,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"55100",Malaysia,,A,,,yes,
B,101.7161066,3.1275982,subway_entrance,Lebuhraya SPE,Maluri,,,Kuala Lumpur,Kuala Lumpur,"55200",Malaysia,,B,,,,
C,101.7458433,3.0774808,subway_entrance,Jalan 3/144A,Cheras,,,,Kuala Lumpur,"56000",Malaysia,,C,,,,
MRT Kentonmen Pintu A,101.6807217,3.1966615,taxi,Jalan Batu Kentonmen,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,,,,yes,
Terminal Teksi Johor Bahru ke Singapura,103.7652707,1.4608473,taxi,Jalan Tun Abdul Razak,,,,Johor Bahru,Johor,"80730",Malaysia,,,,,,
Johor Bahru City Square,103.7644181,1.4616695,taxi,City Square,,,,Johor Bahru,Johor,"80730",Malaysia,,,,,,
JB Sentral,103.7642826,1.4625919,taxi,JB Sentral,,,,Johor Bahru,Johor,"80730",Malaysia,,,,,no,
Hotel Promenade Taxi Request,116.0686938,5.9756267,taxi,Lorong Api Api 3,,,,,Sabah,"88823",Malaysia,,,,,,
,101.7478004,3.1031702,taxi,Jalan Ketumbar,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,,,,,
,101.6706375,2.9315977,taxi,Jalan P7 B,,,,Putrajaya,Putrajaya,"62250",Malaysia,,,,,,
Kinarut,116.043862,5.8240045,station,Jalan Kinarut Township,,,Kinarut,,Sabah,"89600",Malaysia,SSR,,station,train,yes,
,116.1551973,5.3385195,taxi,Jalan OKK Sodomon,Pekan Keningau,,,Keningau,Sabah,"88900",Malaysia,Persatuan Pengangkutan Perkhidamatan Kereta Sewa Keningau Sabah (PERPEKSA),,,,,
KML Transport Sdn Bhd Myhighst,101.9746557,2.6906284,ferry_terminal,Persiaran Senawang 1,Senawang,,,Seremban,Negeri Sembilan,"70450",Malaysia,,,station,,,
Hab Lebuh Pudu (LP),101.6980609,3.1470718,bus_station,Lebuh Pudu,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,"KR Travel & Tours;Selangor Omnibus",KL1565,station,,,
A,101.7090959,3.0213387,subway_entrance,Jalan Raya 1,,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,A,,,,
B,101.7087929,3.0214876,subway_entrance,Jalan Raya 1,,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43300",Malaysia,,B,,,,
Hab Lebuh Pudu (TSS),101.6983168,3.1463117,bus_station,Jalan Tun Tan Siew Sin,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,Rapid KL,KL101,station,,,
Pudu Sentral,101.7009751,3.145553,bus_station,Jalan Pudu,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50150",Malaysia,"TM-KL;StarMart;Suasana Edaran;SPT",,station,,,
Hentian Kereta Sewa Persatuan Pemandu-Pemandu Kereta Sewa Rawang,101.5755947,3.3210337,taxi,Jalan Maxwell,,,Rawang,Majlis Perbandaran Selayang,Selangor,"48000",Malaysia,,,,,,
,101.6668793,3.1177205,taxi,Jalan Pantai Baharu,,,,Kuala Lumpur,Kuala Lumpur,"50614",Malaysia,,,,,,
Pintu A | Off Jalan Sapucaya,101.706199,3.0086059,subway_entrance,Jalan Sapucaya,Seri Serdang,,Seri Kembangan,Majlis Bandaraya Subang Jaya,Selangor,"43400",Malaysia,,A,,,,
A,101.661231,2.9833139,subway_entrance,Jalan Atmosphere 7,Putra Permai,,,Majlis Bandaraya Subang Jaya,Selangor,"47110",Malaysia,,A,,,,
B,101.6545593,2.9650184,subway_entrance,Persiaran Sierra Utama,Bandar 16 Sierra,,,Sepang,Selangor,"62300",Malaysia,,B,,,,
Pintu A | Off Persiaran APEC,101.6653737,2.9395168,subway_entrance,Persiaran APEC,,,Cyberjaya,Sepang,Selangor,"61250",Malaysia,,A,,,yes,
Pintu A | Jalan Sultan Azlan Shah (Kompleks Mutiara),101.6806186,3.1897855,subway_entrance,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,A,,,,
Petronas Ayer Hitam (express bus pick-up),103.1883147,1.9336539,bus_station,Jalan Batu Pahat,,,Ayer Hitam,,Johor,"86100",Malaysia,,,station,,,
Chicha Tinggi,102.1419499,5.996361,station,D187,,,,,Kelantan,"17070",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Sungai Keladi,102.1561986,5.9177852,station,Jalan Pasir Mas - Tanah Merah,,,,,Kelantan,"17060",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Mentara Baru,102.0106563,4.7306371,station,"8",,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
B,101.6724086,2.9898661,subway_entrance,Jalan Putra Permai,Putra Permai,,,Majlis Bandaraya Subang Jaya,Selangor,"62300",Malaysia,,B,,,,
,101.6546677,2.9653435,taxi,Persiaran Sierra Utama,Bandar 16 Sierra,,,Sepang,Selangor,"47110",Malaysia,,,,,,
,101.6568617,2.9503887,taxi,Persiaran APEC,,,Cyberjaya,Sepang,Selangor,"63200",Malaysia,,,,,,
Pintu B | Jalan P7B,101.6717395,2.9317531,subway_entrance,Jalan P7 B,,,,Putrajaya,Putrajaya,"62250",Malaysia,,B,,,,
A,101.6727608,2.9891003,subway_entrance,Jalan PP 40,Putra Permai,,,Majlis Bandaraya Subang Jaya,Selangor,"62300",Malaysia,,A,,,,
A,101.6996604,3.0771713,subway_entrance,Jalan Naga Emas,Sri Petaling,,,,Kuala Lumpur,"57000",Malaysia,,A,,,,
Pintu C | Jalan Sultan Azlan Shah (ke Kentonmen),101.6801389,3.1905574,subway_entrance,Jalan Ipoh,Batu,,,Kuala Lumpur,Kuala Lumpur,"51200",Malaysia,,C,,,,
,101.664149,3.1164408,taxi,Jalan Pantai Jaya,,,,Kuala Lumpur,Kuala Lumpur,"50614",Malaysia,,,,,,
,101.7110489,3.0771672,taxi,Pintasan PPR Seri Malaysia–Terminal Bersepadu Selatan,Bandar Tun Razak,,,Kuala Lumpur,Kuala Lumpur,"57100",Malaysia,,,,,,
Pintu A | Off Jalan Kuchai Lama,101.6938877,3.0896471,subway_entrance,Jalan Kuchai Lama,Kuchai Lama,,,,Kuala Lumpur,"58100",Malaysia,,A,,,yes,
,101.6454638,3.1038599,subway_entrance,Persiaran Barat,PJ State,,,Petaling Jaya,Selangor,"46661",Malaysia,,,,,,
Pintu E,101.6952265,3.1424831,subway_entrance,Jalan Sultan Mohamed,,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,E,,,,
,101.7121408,3.1347568,subway_entrance,Jalan Sarawak,Pudu,,,Kuala Lumpur,Kuala Lumpur,"55720",Malaysia,,,,,,
Pintu C,101.6955989,3.1425051,subway_entrance,Jalan Sultan Mohamed,,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,C,,,,
Pintu D,101.6952723,3.1430072,subway_entrance,Jalan Sultan Mohamed,,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,D,,,,
,101.2548397,3.3299143,taxi,Jalan Melati 3/21,,,,Kuala Selangor,Selangor,"45000",Malaysia,,,,,,
,101.6453373,3.1035072,taxi,Lorong Sultan,Seksyen 52,,,Petaling Jaya,Selangor,"46200",Malaysia,,,,,,
A,101.6620724,3.1146593,subway_entrance,KL Gateway - Universiti LRT Link Bridge,Pantai Dalam,,,Kuala Lumpur,Kuala Lumpur,"59200",Malaysia,,A,,,,
,101.662096,3.1145737,subway_entrance,KL Gateway - Universiti LRT Link Bridge,Pantai Dalam,,,Kuala Lumpur,Kuala Lumpur,"59200",Malaysia,,,,,,
C,101.6877622,3.1328275,subway_entrance,Jalan Tun Sambanthan,,,,Kuala Lumpur,Kuala Lumpur,"50470",Malaysia,,C,,,,
,101.7183799,3.1579278,taxi,Jalan Binjai,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50450",Malaysia,,,,,,
,101.6960617,3.1640754,taxi,Jalan Raja Laut,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50350",Malaysia,,,,,,
Hentian Teksi Bandar Klang,101.4492904,3.0472473,taxi,Jalan Pos Baharu,,,,Bandaraya Klang,Selangor,"41400",Malaysia,,,,,,
,101.7087754,3.0637566,taxi,Jalan Suasa 2,Sungai Besi,,,Kuala Lumpur,Kuala Lumpur,"57000",Malaysia,,,,,,
A,101.657258,2.9497304,subway_entrance,Persiaran APEC,,,Cyberjaya,Sepang,Selangor,"63200",Malaysia,,A,,,,
D,101.6954352,3.1732301,taxi,Jalan Pahang Barat,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,,
D,101.6952256,3.1732229,subway_entrance,Jalan Tun Razak,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,D,,,,
,101.7314919,3.165189,subway_entrance,Lebuhraya Bertingkat Ampang - Kuala Lumpur,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50538",Malaysia,,,,,,
,101.7404658,3.0920545,taxi,Jalan Mutiara Timur,Cheras,,,,Kuala Lumpur,"56100",Malaysia,,,,,,
Terminal Bas Mersing,103.8325757,2.4308927,bus_station,Jalan Jeti,,,Mersing,,Johor,"86800",Malaysia,,,,,,
,101.2797081,3.0389492,ferry_terminal,浮罗吉胆头条港 拿督周远通 ASA 拿汀王御环 桥,,,,Bandaraya Klang,Selangor,"42940",Malaysia,,,station,,,
,101.7529452,3.1382756,subway_entrance,Jalan Pandan Indah 6,Pandan Indah,Ampang,,Majlis Perbandaran Ampang Jaya,Selangor,"51500",Malaysia,,,,,,
Boelevard Transit Point,110.3356224,1.509813,bus_station,Jalan Datuk Tawi Sli,,,,Kuching,Sarawak,"93000",Malaysia,,,,,,
Ulu Temiang,102.1567552,5.3077888,station,D66,,,,,Kelantan,"18000",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Kampung Baru Bukit Abu,102.1214878,5.3296837,station,D66,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Bukit Abu,102.0851022,5.3722173,station,D66,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,train,,KTM Intercity
Sri Jaya,102.0095209,5.2682411,station,D233,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Kemubu,102.0201185,5.3000846,station,D233,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
"Express Bus Counters (GJG, Billion Star, Super Nice)",100.3307787,5.4147066,bus_station,Jalan Ria,Central George Town,,,George Town,Pulau Pinang,"10000",Malaysia,,,station,,,
,103.6243203,1.5506618,bus_station,Persiaran Pulai Utama,,,,Iskandar Puteri,Johor,"81300",Malaysia,,,station,,,
,101.6717702,3.2354139,taxi,Jalan Ipoh,,,,Kuala Lumpur,Kuala Lumpur,"68100",Malaysia,,,,,,
,101.6966643,3.1568544,taxi,Jalan Dang Wangi,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50100",Malaysia,,,,,,
,101.6983695,3.1551474,taxi,Jalan Munshi Abdullah,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50100",Malaysia,,,,,,
,100.5580623,5.3708487,taxi,Jalan Belibis,,,,Kulim,Kedah,"09000",Malaysia,,,,,,
,100.5428429,5.286598,bus_station,Jalan PJS 5,,,,Kulim,Kedah,"14120",Malaysia,,,station,,,
aisa City pickup and drop of points,116.0714131,5.9759401,bus_station,Jalan Coastal drop off point,,,,Kota Kinabalu,Sabah,"88000",Malaysia,,,station,,,
A,101.7061295,3.1021458,subway_entrance,Jalan Besar,Salak Selatan,,,,Kuala Lumpur,"51020",Malaysia,,A,,,,
B,101.7064632,3.1020261,subway_entrance,Jalan Sri Permaisuri 10,Bandar Sri Permaisuri,,,,Kuala Lumpur,"51020",Malaysia,,B,,,,
Genting Taxi,101.700409,3.1456796,taxi,Jejantas Pudu Sentral,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,,,,,
Tropicana Gardens Mall,101.5939259,3.1494167,subway_entrance,Persiaran Surian,,,,Petaling Jaya,Selangor,"47810",Malaysia,,,,,,
,101.6933961,3.166758,subway_entrance,Laluan Pingir Sungai,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50586",Malaysia,,,,,,
,101.6937307,3.167009,subway_entrance,Jalan Putra,Sentul,,,Kuala Lumpur,Kuala Lumpur,"50350",Malaysia,,,,,,
,101.6962758,3.1493952,subway_entrance,Jalan Tun Perak,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50050",Malaysia,,,,,,
Sandakan Central,118.0960931,5.8658898,bus_station,Jalan Lintas Utara,Batu 2 1/2,,,Sandakan,Sabah,"90000",Malaysia,,,,,,
,101.728153,3.1605382,taxi,Jalan Ampang,Kampung Datuk Keramat,,,Kuala Lumpur,Kuala Lumpur,"50538",Malaysia,,,,,,
,101.6775236,3.1194976,taxi,To North Court Mid Valley,Seputeh,,,Kuala Lumpur,Kuala Lumpur,"50614",Malaysia,,,,,,
,101.6969024,3.1425434,taxi,Jalan Sultan,Bukit Bintang,,,Kuala Lumpur,Kuala Lumpur,"50000",Malaysia,,,,,,
Jalan Raja Abdullah,101.7017337,3.1568796,subway_entrance,AKLEH,Kampung Bharu,,,Kuala Lumpur,Kuala Lumpur,"50300",Malaysia,,,,,,
,101.6941597,3.1613493,subway_entrance,Jalan Sultan Ismail,,,,Kuala Lumpur,Kuala Lumpur,"50730",Malaysia,,,,,,
